w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate
440030221001009,250056133002033,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250056301023004,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250056303001010,1,0,1,0,0,1,0,0,0,1,20160219
440030221001009,250056312005006,1,0,1,0,0,0,1,1,0,0,20160219
440030221001009,250056313001013,1,0,1,0,0,0,1,0,1,0,20160219
440030221001009,250056317003019,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250056318002001,1,1,0,0,0,0,1,0,1,0,20160219
440030221001009,250056403001001,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250056406004004,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250056412002009,1,0,1,0,0,1,0,0,0,1,20160219
440030221001009,250056415001004,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250056441021025,1,0,0,1,0,0,1,0,1,0,20160219
440030221001009,250056451012024,1,1,0,0,0,0,1,0,0,1,20160219
440030221001009,250056451013036,1,1,0,0,0,0,1,1,0,0,20160219
440030221001009,250056451031018,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250056503001017,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250056531013030,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250173223002013,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250214081013001,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250214091021030,1,1,0,0,1,0,0,0,0,1,20160219
440030221001009,250214201004020,1,0,1,0,0,1,0,1,0,0,20160219
440030221001009,250214421012009,1,0,1,0,1,0,0,0,0,1,20160219
440030221001009,250214421012010,1,0,1,0,0,0,1,0,1,0,20160219
440030221001009,250214422022015,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250214431024001,1,0,1,0,0,1,0,1,0,0,20160219
440030221001009,250214561012005,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250235411003026,1,0,1,0,0,1,0,1,0,0,20160219
440030221001009,250235601006046,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250250809001002,1,1,0,0,0,1,0,0,1,0,20160219
440030221001009,250251104031006,1,0,0,1,0,1,0,1,0,0,20160219
440030221001009,250251304024004,1,0,1,0,0,1,0,1,0,0,20160219
440030221001009,250277131004052,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250277316004006,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250277362002007,1,0,1,0,0,0,1,0,1,0,20160219
440030221001009,250277471022054,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,250277541003002,1,0,0,1,0,1,0,1,0,0,20160219
440030221001009,250277571003020,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,330110195011053,1,0,1,0,1,0,0,0,0,1,20160219
440030221001009,340270462983015,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,360595173021009,1,0,1,0,0,0,1,0,0,1,20160219
440030221001009,361190024034017,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,090010211001013,1,1,0,0,0,0,1,0,0,1,20160219
440030221001010,090034762001009,1,0,1,0,0,1,0,0,0,1,20160219
440030221001010,090116908001005,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,090116933001026,1,0,1,0,0,1,0,0,1,0,20160219
440030221001010,090116961001012,1,0,1,0,0,1,0,0,0,1,20160219
440030221001010,090116967002001,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,090117021002002,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,090117028002009,1,0,1,0,0,1,0,0,1,0,20160219
440030221001010,090118702004016,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,090118703004002,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,090118707043052,1,0,1,0,1,0,0,0,0,1,20160219
440030221001010,090158004001002,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,090158005001012,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,090158301002010,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,090159051004016,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,120970433021162,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,230159756004000,1,1,0,0,1,0,0,0,0,1,20160219
440030221001010,250010115002000,1,0,0,1,0,0,1,0,0,1,20160219
440030221001010,250039353004039,1,1,0,0,0,1,0,0,0,1,20160219
440030221001010,250056161003041,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056301021000,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056302004005,1,0,0,1,0,0,1,0,0,1,20160219
440030221001010,250056303002027,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056311004023,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056312003000,1,0,0,1,0,0,1,0,1,0,20160219
440030221001010,250056312004001,1,0,1,0,0,1,0,0,0,1,20160219
440030221001010,250056313001015,1,0,1,0,0,1,0,0,0,1,20160219
440030221001010,250056315001019,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056321001006,1,0,1,0,0,1,0,0,0,1,20160219
440030221001010,250056321005028,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056322002013,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056322005017,1,0,1,0,1,0,0,0,0,1,20160219
440030221001010,250056412001003,1,0,1,0,0,1,0,0,0,1,20160219
440030221001010,250056414002000,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056421001004,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056421001017,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056421001045,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056424003004,1,0,1,0,0,1,0,0,1,0,20160219
440030221001010,250056441011027,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056451012004,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056451013001,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056451021043,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056451021050,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056451031033,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056451031072,1,0,1,0,0,1,0,0,1,0,20160219
440030221001010,250056451033036,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056461013012,1,1,0,0,0,1,0,0,0,1,20160219
440030221001010,250056461042010,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056503001017,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056508001005,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056510011028,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056512001009,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056527003003,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250056531022010,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250056542003013,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250138125002055,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250173231004009,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250173631022017,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250173736001006,1,1,0,0,0,0,1,0,0,1,20160219
440030221001010,250173746002015,1,1,0,0,0,0,1,0,0,1,20160219
440030221001010,250173824001013,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250214002002016,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250214081013001,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250214412041025,1,1,0,0,0,1,0,0,0,1,20160219
440030221001010,250214421012010,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250214421022031,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250214421032006,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250235012023005,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250235051015029,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250235211012004,1,0,0,1,0,0,1,0,0,1,20160219
440030221001010,250235212022000,1,1,0,0,0,0,1,0,0,1,20160219
440030221001010,250235231001026,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250235251043007,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250235261004012,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250235411003026,1,0,0,1,0,0,1,0,0,1,20160219
440030221001010,250251105011003,1,1,0,0,0,0,1,0,0,1,20160219
440030221001010,250277171002108,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250277211021069,1,0,0,1,1,0,0,0,0,1,20160219
440030221001010,250277303001006,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250277306001015,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250277394005000,1,0,1,0,0,0,1,0,1,0,20160219
440030221001010,250277451003014,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250277521002011,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250277552004042,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250277561023003,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,250277574003015,1,0,0,1,0,1,0,1,0,0,20160219
440030221001010,330039561005021,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,330110115001030,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,340258046001006,1,1,0,0,0,0,1,0,0,1,20160219
440030221001010,340270464003023,1,1,0,0,0,1,0,0,1,0,20160219
440030221001010,360010146063033,1,0,0,1,0,0,1,0,0,1,20160219
440030221001010,361190024053022,1,0,1,0,0,0,1,0,0,1,20160219
440030221001010,490351133101013,1,0,1,0,0,0,1,0,0,1,20160219
440030221001023,090116935001025,1,0,1,0,0,0,1,0,0,1,20160219
440030221001032,090118701004028,1,0,1,0,0,0,1,0,0,1,20160219
440030221001032,250056311007009,1,0,1,0,0,1,0,0,0,1,20160219
440030221001032,250056317003008,1,0,1,0,0,0,1,0,0,1,20160219
440030221001032,250056413003000,1,0,1,0,1,0,0,0,0,1,20160219
440030221001032,250056421001002,1,0,1,0,0,1,0,0,0,1,20160219
440030221001032,250235421013029,1,0,1,0,0,0,1,1,0,0,20160219
440030221001032,250277492001012,1,0,0,1,1,0,0,0,0,1,20160219
440030221001032,311199606002050,1,0,0,1,1,0,0,0,0,1,20160219
440030221001032,340230056011012,1,1,0,0,0,1,0,0,0,1,20160219
440030221001032,360471182022000,1,0,1,0,0,1,0,0,0,1,20160219
440030221001032,360810126022001,1,1,0,0,0,0,1,0,0,1,20160219
440030221001033,090117028002008,1,1,0,0,1,0,0,0,0,1,20160219
440030221001033,120970422002009,1,1,0,0,1,0,0,0,0,1,20160219
440030221001033,250056313003007,1,1,0,0,1,0,0,0,0,1,20160219
440030221001033,250056441011003,1,1,0,0,1,0,0,0,0,1,20160219
440030221001033,250173851001021,1,0,1,0,1,0,0,0,0,1,20160219
440030221001033,250235211012004,1,1,0,0,1,0,0,0,0,1,20160219
440030221001033,360290033022008,1,1,0,0,1,0,0,0,0,1,20160219
440030221001036,250056401005010,1,0,1,0,0,0,1,0,0,1,20160219
440030221001038,090091903013018,1,0,1,0,0,0,1,1,0,0,20160219
440030221001038,250056322002013,1,0,0,1,0,0,1,1,0,0,20160219
440030221001038,250056523002001,1,0,1,0,0,1,0,1,0,0,20160219
440030221001038,250214044005028,1,0,0,1,0,1,0,1,0,0,20160219
440030221001038,250277451003017,1,0,1,0,0,1,0,1,0,0,20160219
440030221001038,250277461003035,1,0,1,0,1,0,0,0,0,1,20160219
440030221001043,061110044004005,1,0,1,0,0,0,1,0,0,1,20160219
440030221001043,250235102001000,1,1,0,0,1,0,0,0,0,1,20160219
440030221001043,250277543002009,1,0,1,0,0,1,0,0,0,1,20160219
440030221001044,090093614022007,1,1,0,0,0,0,1,1,0,0,20160219
440030221001044,250056121001020,1,0,0,1,0,0,1,1,0,0,20160219
440030221001044,250056131002014,1,0,1,0,0,0,1,0,1,0,20160219
440030221001044,250056133003004,1,1,0,0,0,0,1,1,0,0,20160219
440030221001044,250056134001042,1,0,1,0,0,0,1,1,0,0,20160219
440030221001044,250056161003025,1,0,1,0,0,0,1,0,1,0,20160219
440030221001044,250056312005001,1,1,0,0,0,0,1,1,0,0,20160219
440030221001044,250056322002019,1,0,0,1,0,0,1,1,0,0,20160219
440030221001044,250056322003001,1,0,0,1,0,0,1,1,0,0,20160219
440030221001044,250056405005012,1,0,0,1,0,0,1,1,0,0,20160219
440030221001044,250056413003001,1,0,0,1,0,0,1,1,0,0,20160219
440030221001044,250158202034033,1,1,0,0,0,0,1,1,0,0,20160219
440030221001044,250173161022023,1,0,1,0,0,0,1,1,0,0,20160219
440030221001044,250277382022013,1,0,1,0,0,0,1,1,0,0,20160219
440030221001044,250277441015000,1,0,1,0,0,0,1,1,0,0,20160219
440030221001045,250056111011018,1,0,0,1,1,0,0,0,0,1,20160219
440030221001045,250056408002001,1,1,0,0,1,0,0,0,0,1,20160219
440030221001045,250056411011040,1,1,0,0,0,1,0,0,0,1,20160219
440030221001045,250056425002042,1,1,0,0,0,1,0,0,0,1,20160219
440030221001045,250277511011058,1,0,0,1,1,0,0,0,0,1,20160219
440030221001047,090034602021000,1,0,1,0,0,1,0,0,0,1,20160219
440030221001047,090091704001027,1,1,0,0,1,0,0,0,0,1,20160219
440030221001047,090117141034003,1,0,1,0,0,1,0,1,0,0,20160219
440030221001047,090158006001029,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,090159081002060,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250010108001005,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250010120012009,1,1,0,0,0,0,1,0,1,0,20160219
440030221001047,250010132002090,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250010134003047,1,0,1,0,0,1,0,1,0,0,20160219
440030221001047,250056111011018,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250056131002022,1,0,1,0,1,0,0,1,0,0,20160219
440030221001047,250056303002002,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250056304003022,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250056304003030,1,0,1,0,1,0,0,1,0,0,20160219
440030221001047,250056311004027,1,0,1,0,0,1,0,1,0,0,20160219
440030221001047,250056318002005,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250056332002050,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250056332003022,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250056405003009,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250056408003027,1,0,1,0,0,1,0,1,0,0,20160219
440030221001047,250056409013000,1,0,1,0,1,0,0,0,1,0,20160219
440030221001047,250056413004002,1,0,0,1,0,1,0,1,0,0,20160219
440030221001047,250056425002080,1,0,1,0,0,0,1,0,0,1,20160219
440030221001047,250173563001007,1,1,0,0,0,1,0,0,1,0,20160219
440030221001047,250173747001032,1,0,0,1,0,1,0,1,0,0,20160219
440030221001047,250173826022025,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250214043023008,1,0,1,0,1,0,0,1,0,0,20160219
440030221001047,250214101001001,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250214103001000,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250214123003028,1,1,0,0,0,1,0,1,0,0,20160219
440030221001047,250214177013010,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250214225011008,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250214421032011,1,0,0,1,0,1,0,1,0,0,20160219
440030221001047,250214431013017,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250235031012057,1,0,1,0,0,1,0,1,0,0,20160219
440030221001047,250235091022021,1,0,0,1,0,1,0,1,0,0,20160219
440030221001047,250235105031006,1,0,1,0,0,1,0,1,0,0,20160219
440030221001047,250235111003011,1,0,0,1,0,1,0,1,0,0,20160219
440030221001047,250235201004007,1,0,1,0,0,1,0,1,0,0,20160219
440030221001047,250235212022000,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250235261004012,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250235307002031,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250250703004004,1,1,0,0,0,0,1,1,0,0,20160219
440030221001047,250277307002004,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250277331022022,1,0,0,1,0,0,1,1,0,0,20160219
440030221001047,250277401022031,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250277451003016,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,250277481002017,1,0,1,0,0,0,1,0,1,0,20160219
440030221001047,330150630011015,1,0,0,1,0,1,0,1,0,0,20160219
440030221001047,330150675022006,1,0,0,1,0,1,0,1,0,0,20160219
440030221001047,360670161001037,1,1,0,0,1,0,0,0,1,0,20160219
440030221001047,361190131022024,1,0,1,0,0,1,0,1,0,0,20160219
440030221001047,370179501001033,1,0,1,0,0,0,1,1,0,0,20160219
440030221001047,500259680002013,1,1,0,0,1,0,0,0,1,0,20160219
440030221001050,250056441013045,1,1,0,0,0,0,1,0,0,1,20160219
440030221001050,250059856001023,1,0,0,1,0,0,1,0,0,1,20160219
440030221001050,250173871002010,1,0,1,0,0,0,1,0,0,1,20160219
440030221001050,250214141004023,1,0,1,0,0,0,1,0,0,1,20160219
440030221001050,250214421022032,1,0,1,0,0,0,1,0,0,1,20160219
440030221001050,360470330001000,1,0,0,1,0,0,1,0,0,1,20160219
440030221001050,360470386002005,1,1,0,0,1,0,0,0,0,1,20160219
440030221001050,360470956002000,1,0,1,0,0,1,0,0,0,1,20160219
440030221001053,090117071002049,1,0,1,0,1,0,0,0,0,1,20160219
440030221001058,090035110001017,1,0,1,0,0,0,1,1,0,0,20160219
440030221001058,090117011003000,1,0,0,1,0,1,0,0,1,0,20160219
440030221001058,090135331022018,1,0,1,0,1,0,0,0,0,1,20160219
440030221001058,250010125023000,1,0,0,1,0,0,1,1,0,0,20160219
440030221001058,250056133003000,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250056311003023,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250056311003046,1,0,0,1,0,1,0,0,0,1,20160219
440030221001058,250056315002000,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250056316002004,1,1,0,0,0,1,0,0,0,1,20160219
440030221001058,250056318001023,1,0,0,1,1,0,0,0,0,1,20160219
440030221001058,250056321004007,1,1,0,0,0,1,0,0,0,1,20160219
440030221001058,250056322002007,1,0,1,0,1,0,0,0,0,1,20160219
440030221001058,250056322005015,1,0,1,0,1,0,0,0,0,1,20160219
440030221001058,250056332001003,1,1,0,0,0,1,0,0,0,1,20160219
440030221001058,250056332001025,1,1,0,0,0,1,0,0,0,1,20160219
440030221001058,250056419001007,1,0,1,0,0,1,0,0,0,1,20160219
440030221001058,250056451031064,1,0,1,0,0,1,0,0,0,1,20160219
440030221001058,250056451031072,1,0,1,0,0,1,0,0,0,1,20160219
440030221001058,250056517002000,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250092059001012,1,1,0,0,0,1,0,0,0,1,20160219
440030221001058,250138138011002,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250158204001028,1,0,0,1,0,1,0,0,0,1,20160219
440030221001058,250173521021001,1,0,1,0,1,0,0,0,0,1,20160219
440030221001058,250173852021041,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250214033002011,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250214412041049,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250214563012009,1,0,1,0,0,1,0,0,0,1,20160219
440030221001058,250235422003017,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250235423006005,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250277441022019,1,0,1,0,0,0,1,1,0,0,20160219
440030221001058,250277461003029,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250277471013021,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,250277521002011,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,330110002031000,1,0,1,0,0,0,1,0,0,1,20160219
440030221001058,340030413012024,1,0,1,0,0,1,0,0,0,1,20160219
440030221001058,340076084021008,1,1,0,0,1,0,0,0,0,1,20160219
440030221001058,360470259011000,1,0,1,0,1,0,0,0,0,1,20160219
440030221001058,360470486003000,1,1,0,0,1,0,0,0,0,1,20160219
440030221001058,360471188003001,1,0,1,0,0,1,0,0,0,1,20160219
440030221001058,360910620003027,1,1,0,0,1,0,0,0,0,1,20160219
440030221001064,090010721001020,1,1,0,0,0,1,0,0,1,0,20160219
440030221001064,090117161023019,1,0,1,0,0,1,0,0,1,0,20160219
440030221001064,090135331012004,1,1,0,0,0,1,0,0,1,0,20160219
440030221001064,090159031005003,1,0,1,0,0,0,1,0,1,0,20160219
440030221001064,120190311051127,1,0,1,0,0,1,0,0,1,0,20160219
440030221001064,250056136002001,1,0,1,0,0,0,1,0,1,0,20160219
440030221001064,250056313002005,1,0,1,0,0,1,0,0,1,0,20160219
440030221001064,250056331002021,1,0,1,0,0,1,0,0,1,0,20160219
440030221001064,250056451012026,1,1,0,0,0,0,1,0,1,0,20160219
440030221001064,250056502021017,1,0,0,1,0,1,0,0,1,0,20160219
440030221001064,250056503001019,1,0,0,1,0,1,0,0,1,0,20160219
440030221001064,250173587002000,1,1,0,0,0,1,0,0,1,0,20160219
440030221001064,250214101001001,1,1,0,0,0,1,0,0,1,0,20160219
440030221001064,250214422012006,1,0,0,1,1,0,0,0,1,0,20160219
440030221001064,250235232011023,1,1,0,0,0,1,0,0,1,0,20160219
440030221001064,250250003011006,1,0,1,0,0,1,0,0,1,0,20160219
440030221001064,250277471013012,1,0,1,0,0,0,1,0,1,0,20160219
440030221001064,340030304004006,1,0,0,1,0,1,0,0,1,0,20160219
440030221001064,360470150002001,1,1,0,0,1,0,0,0,1,0,20160219
440030221001064,360470279003000,1,1,0,0,1,0,0,0,1,0,20160219
440030221001064,360650250013003,1,1,0,0,1,0,0,0,1,0,20160219
440030221001068,250056551002040,1,0,0,1,0,0,1,0,1,0,20160219
440030221001069,360471058011000,1,0,1,0,1,0,0,0,0,1,20160219
440030221001070,250056318001000,1,0,0,1,1,0,0,0,0,1,20160219
440030221002002,250173382002001,1,1,0,0,0,1,0,0,1,0,20160219
440030221002003,250056140002011,1,0,1,0,1,0,0,1,0,0,20160219
440030221002003,250214141004020,1,0,1,0,1,0,0,1,0,0,20160219
440030221002013,090075417001020,1,1,0,0,1,0,0,0,1,0,20160219
440030221002013,250235452004172,1,1,0,0,1,0,0,0,1,0,20160219
440030221002027,120970432051017,1,0,0,1,0,1,0,0,0,1,20160219
440030221002027,250092057002007,1,1,0,0,0,0,1,0,0,1,20160219
440030221002027,250214422012006,1,0,1,0,0,0,1,0,0,1,20160219
440030221002027,330110250002083,1,0,1,0,0,0,1,0,0,1,20160219
440030221002027,420912070013020,1,0,1,0,0,0,1,0,0,1,20160219
440030221002028,090034737002009,1,1,0,0,0,0,1,0,1,0,20160219
440030221002028,090091547006004,1,1,0,0,0,1,0,0,1,0,20160219
440030221002028,090159045005001,1,0,1,0,0,0,1,0,1,0,20160219
440030221002028,250056322002007,1,0,1,0,0,0,1,0,1,0,20160219
440030221002028,250056332001023,1,0,1,0,0,0,1,0,1,0,20160219
440030221002028,250056332003015,1,0,0,1,0,0,1,0,1,0,20160219
440030221002028,250056552004023,1,0,0,1,0,0,1,0,0,1,20160219
440030221002028,360610222001003,1,1,0,0,1,0,0,0,0,1,20160219
440030221002028,360810475002008,1,1,0,0,1,0,0,0,0,1,20160219
440030221002028,361031583234005,1,0,1,0,1,0,0,0,1,0,20160219
440030221002028,391535027002012,1,1,0,0,0,0,1,0,1,0,20160219
440030221002029,230110108022032,1,0,1,0,0,0,1,0,0,1,20160219
440030221002029,250056002041011,1,1,0,0,1,0,0,0,0,1,20160219
440030221002029,250056303001037,1,0,1,0,1,0,0,0,0,1,20160219
440030221002029,250092691005020,1,1,0,0,1,0,0,0,0,1,20160219
440030221002029,250277532002018,1,0,1,0,0,0,1,0,0,1,20160219
440030221002029,360050393006002,1,1,0,0,1,0,0,0,0,1,20160219
440030221002030,090159072004003,1,1,0,0,1,0,0,0,0,1,20160219
440030221002030,250056102041010,1,0,0,1,1,0,0,0,0,1,20160219
440030221002031,090159073004031,1,0,1,0,0,1,0,0,1,0,20160219
440030221002031,250056517002001,1,0,0,1,1,0,0,0,1,0,20160219
440030221003012,061110088002015,1,0,1,0,0,0,1,0,1,0,20160219
440030221003012,090093514002005,1,1,0,0,1,0,0,0,0,1,20160219
440030221003012,090116601021003,1,0,1,0,0,0,1,0,1,0,20160219
440030221003012,090116965001015,1,0,1,0,0,1,0,0,1,0,20160219
440030221003012,090117024002029,1,0,0,1,0,1,0,0,1,0,20160219
440030221003012,090117051012002,1,0,1,0,0,0,1,0,1,0,20160219
440030221003012,090117051023028,1,0,0,1,0,1,0,0,1,0,20160219
440030221003012,090117151002050,1,1,0,0,0,1,0,0,0,1,20160219
440030221003012,090117161023019,1,1,0,0,0,1,0,0,1,0,20160219
440030221003012,090159031005003,1,0,1,0,1,0,0,0,1,0,20160219
440030221003012,090159031005004,1,0,1,0,0,0,1,0,1,0,20160219
440030221003012,240037027022010,1,1,0,0,0,1,0,0,1,0,20160219
440030221003012,250010103041019,1,0,1,0,0,1,0,0,1,0,20160219
440030221003012,250056139023000,1,1,0,0,1,0,0,0,1,0,20160219
440030221003012,250056304001022,1,0,1,0,1,0,0,0,1,0,20160219
440030221003012,250056313002004,1,0,1,0,0,0,1,0,1,0,20160219
440030221003012,250056321002006,1,1,0,0,1,0,0,0,1,0,20160219
440030221003012,250056321004007,1,1,0,0,1,0,0,0,0,1,20160219
440030221003012,250056322004048,1,0,0,1,0,0,1,0,1,0,20160219
440030221003012,250056409015003,1,0,0,1,1,0,0,0,1,0,20160219
440030221003012,250056412001004,1,0,1,0,0,1,0,0,0,1,20160219
440030221003012,250056451012029,1,0,1,0,1,0,0,0,0,1,20160219
440030221003012,250056451013046,1,0,1,0,0,0,1,0,1,0,20160219
440030221003012,250056451032028,1,0,1,0,0,1,0,0,1,0,20160219
440030221003012,250072001003010,1,0,1,0,0,1,0,0,1,0,20160219
440030221003012,250138023004005,1,1,0,0,1,0,0,0,1,0,20160219
440030221003012,250173834002007,1,1,0,0,1,0,0,0,1,0,20160219
440030221003012,250173835021015,1,0,1,0,0,0,1,0,1,0,20160219
440030221003012,250173852021041,1,0,0,1,0,0,1,0,1,0,20160219
440030221003012,250214101001000,1,0,1,0,1,0,0,0,1,0,20160219
440030221003012,250214103001000,1,0,1,0,0,1,0,0,1,0,20160219
440030221003012,250214103001001,1,0,1,0,1,0,0,0,1,0,20160219
440030221003012,250214194002006,1,1,0,0,1,0,0,0,1,0,20160219
440030221003012,250214412031029,1,0,1,0,0,0,1,0,1,0,20160219
440030221003012,250214431013017,1,1,0,0,1,0,0,0,1,0,20160219
440030221003012,250214431013042,1,1,0,0,1,0,0,0,1,0,20160219
440030221003012,250277471013012,1,0,0,1,0,1,0,0,1,0,20160219
440030221003012,250277612003073,1,0,0,1,1,0,0,0,0,1,20160219
440030221003012,250277613003028,1,1,0,0,0,1,0,0,1,0,20160219
440030221003012,340270428002013,1,1,0,0,0,1,0,0,1,0,20160219
440030221003012,360010021003000,1,0,0,1,0,0,1,0,0,1,20160219
440030221003012,360290072021023,1,0,1,0,0,0,1,0,1,0,20160219
440030221003012,360470370003002,1,1,0,0,1,0,0,0,0,1,20160219
440030221003012,360470496003003,1,1,0,0,1,0,0,0,0,1,20160219
440030221003012,360595201005013,1,1,0,0,0,1,0,0,1,0,20160219
440030221003012,360610073006001,1,0,0,1,1,0,0,0,0,1,20160219
